candidate_id,source_id,source_term_iri,source_label,source_term_type,uogto_source_id,uogto_term_iri,uogto_label,uogto_term_type,candidate_predicate,confidence,review_status,decision_predicate,reviewer,review_rationale,review_flags,evidence_json
candidate-47da762abbe3de46,owl_time,http://www.w3.org/2006/time#hasEnd,has end,object_property,uogto_extensions_computational-social-choice,https://w3id.org/uogto/extensions#hasCandidate,hasCandidate,object_property,no_match,0.1614,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.3678, ""embedding_similarity"": 0.2965, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
candidate-98cab22fea9b66d8,owl_time,http://www.w3.org/2006/time#hasEnd,has end,object_property,uogto_extensions_security-games,https://w3id.org/uogto/extensions#hasDefender,hasDefender,object_property,no_match,0.1613,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.1277, ""embedding_similarity"": 0.2965, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.7368, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
candidate-d1aac5ae2e996550,owl_time,http://www.w3.org/2006/time#hasDuration,has duration,object_property,uogto_extensions_cooperative,https://w3id.org/uogto/extensions#hasCoalition,has coalition,object_property,no_match,0.1607,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2028, ""embedding_similarity"": 0.2074, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.72, ""normalized_label"": false, ""property_signature_similarity"": 0.0667, ""source_reliability"": 1.0, ""structural_similarity"": 0.0667, ""synonym"": false, ""type_compatible"": true}"
candidate-d84372889802c209,owl_time,http://www.w3.org/2006/time#hasTemporalDuration,has temporal duration,object_property,uogto_core_uogto-core,https://w3id.org/uogto/core#hasUtilityFunction,has utility function,object_property,no_match,0.1597,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.4444, ""embedding_similarity"": 0.2434, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5854, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
candidate-7e1946a57ee4a74c,owl_time,http://www.w3.org/2006/time#hasTemporalDuration,has temporal duration,object_property,uogto_extensions_cooperative,https://w3id.org/uogto/extensions#hasCoalition,has coalition,object_property,no_match,0.1584,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2653, ""embedding_similarity"": 0.2722, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6471, ""normalized_label"": false, ""property_signature_similarity"": 0.0588, ""source_reliability"": 1.0, ""structural_similarity"": 0.0588, ""synonym"": false, ""type_compatible"": true}"
candidate-3b6ed19109362b94,owl_time,http://www.w3.org/2006/time#hasBeginning,has beginning,object_property,uogto_extensions_information-design,https://w3id.org/uogto/extensions#hasDesigner,hasDesigner,object_property,no_match,0.1579,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.3962, ""embedding_similarity"": 0.2965, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.56, ""normalized_label"": false, ""property_signature_similarity"": 0.0588, ""source_reliability"": 1.0, ""structural_similarity"": 0.0588, ""synonym"": false, ""type_compatible"": true}"
candidate-b0f9dd01d4d6069e,owl_time,http://www.w3.org/2006/time#hasTemporalDuration,has temporal duration,object_property,uogto_extensions_network-games,https://w3id.org/uogto/extensions#hasLocalInteraction,hasLocalInteraction,object_property,no_match,0.1571,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2424, ""embedding_similarity"": 0.2287, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.0588, ""source_reliability"": 1.0, ""structural_similarity"": 0.0588, ""synonym"": false, ""type_compatible"": true}"
candidate-f905a637c0695b28,owl_time,http://www.w3.org/2006/time#hasBeginning,has beginning,object_property,uogto_extensions_causal-games,https://w3id.org/uogto/extensions#hasIntervention,hasIntervention,object_property,no_match,0.1568,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.26, ""embedding_similarity"": 0.3223, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6207, ""normalized_label"": false, ""property_signature_similarity"": 0.0588, ""source_reliability"": 1.0, ""structural_similarity"": 0.0588, ""synonym"": false, ""type_compatible"": true}"
candidate-4d5b48e4a89def32,owl_time,http://www.w3.org/2006/time#hasDuration,has duration,object_property,uogto_extensions_matching-allocation,https://w3id.org/uogto/extensions#hasAllocation,hasAllocation,object_property,no_match,0.1566,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.1972, ""embedding_similarity"": 0.2074, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6923, ""normalized_label"": false, ""property_signature_similarity"": 0.0714, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
candidate-9f7ed9ddd1ac2057,owl_time,http://www.w3.org/2006/time#hasTemporalDuration,has temporal duration,object_property,uogto_core_uogto-core,https://w3id.org/uogto/core#hasTerminalState,has terminal state,object_property,no_match,0.1559,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.3333, ""embedding_similarity"": 0.2615, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6154, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
candidate-6c0bdb7c164b4aff,owl_time,http://www.w3.org/2006/time#hasBeginning,has beginning,object_property,uogto_extensions_bargaining,https://w3id.org/uogto/extensions#hasBargainingProtocol,hasBargainingProtocol,object_property,no_match,0.1558,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.3019, ""embedding_similarity"": 0.2593, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6111, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
candidate-acf521a666c0f93f,owl_time,http://www.w3.org/2006/time#hasBeginning,has beginning,object_property,uogto_extensions_auctions,https://w3id.org/uogto/extensions#hasBiddingRule,hasBiddingRule,object_property,no_match,0.1558,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2857, ""embedding_similarity"": 0.2593, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6207, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
candidate-1c11837e449e5728,owl_time,http://www.w3.org/2006/time#hasTemporalDuration,has temporal duration,object_property,uogto_extensions_evolutionary-games,https://w3id.org/uogto/extensions#hasFitnessFunction,hasFitnessFunction,object_property,no_match,0.1557,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.3654, ""embedding_similarity"": 0.2287, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5854, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
candidate-86067885be5a2449,owl_time,http://www.w3.org/2006/time#hasDuration,has duration,object_property,uogto_extensions_matching-allocation,https://w3id.org/uogto/extensions#hasMatching,hasMatching,object_property,no_match,0.1548,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2162, ""embedding_similarity"": 0.2074, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.0769, ""source_reliability"": 1.0, ""structural_similarity"": 0.0769, ""synonym"": false, ""type_compatible"": true}"
candidate-3b03f18fc00a0ee0,owl_time,http://www.w3.org/2006/time#hasDurationDescription,has duration description,object_property,uogto_extensions_evolutionary-games,https://w3id.org/uogto/extensions#hasMutationOperator,hasMutationOperator,object_property,no_match,0.1537,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2176, ""embedding_similarity"": 0.1961, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
candidate-16c8661607ab39ca,owl_time,http://www.w3.org/2006/time#hasEnd,has end,object_property,uogto_extensions_trust-reputation-provenance,https://w3id.org/uogto/extensions#hasCredential,hasCredential,object_property,no_match,0.1527,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.3023, ""embedding_similarity"": 0.3086, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5714, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
candidate-fd92518bc7620319,owl_time,http://www.w3.org/2006/time#hasEnd,has end,object_property,uogto_extensions_petri-net-devs-hla,https://w3id.org/uogto/extensions#hasMarking,hasMarking,object_property,no_match,0.1527,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.3495, ""embedding_similarity"": 0.276, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5556, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
candidate-6cdf67228cf41718,owl_time,http://www.w3.org/2006/time#hasBeginning,has beginning,object_property,uogto_extensions_bargaining,https://w3id.org/uogto/extensions#hasBargainingSolution,hasBargainingSolution,object_property,no_match,0.1526,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2521, ""embedding_similarity"": 0.276, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6111, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
candidate-1a04588f18c0bcb1,owl_time,http://www.w3.org/2006/time#hasEnd,has end,object_property,uogto_extensions_contract-theory,https://w3id.org/uogto/extensions#hasContract,hasContract,object_property,no_match,0.1514,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.3762, ""embedding_similarity"": 0.2857, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5263, ""normalized_label"": false, ""property_signature_similarity"": 0.0667, ""source_reliability"": 1.0, ""structural_similarity"": 0.0667, ""synonym"": false, ""type_compatible"": true}"
candidate-3d93172d8e004d42,owl_time,http://www.w3.org/2006/time#hasBeginning,has beginning,object_property,uogto_extensions_compositional-open-games,https://w3id.org/uogto/extensions#hasLens,hasLens,object_property,no_match,0.1513,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2917, ""embedding_similarity"": 0.2965, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5714, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
candidate-b975948795470f7c,owl_time,http://www.w3.org/2006/time#hasEnd,has end,object_property,uogto_extensions_security-games,https://w3id.org/uogto/extensions#hasAttacker,hasAttacker,object_property,no_match,0.1506,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.3617, ""embedding_similarity"": 0.2965, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5263, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
candidate-264fd5d5c86b4c51,owl_time,http://www.w3.org/2006/time#TemporalDuration,Temporal duration,class,uogto_extensions_verification-games,https://w3id.org/uogto/extensions#TemporalProperty,TemporalProperty,class,no_match,0.1505,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2185, ""embedding_similarity"": 0.2485, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6471, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
candidate-5513f2cf606b5614,owl_time,http://www.w3.org/2006/time#TemporalUnit,Temporal unit,class,uogto_extensions_verification-games,https://w3id.org/uogto/extensions#TemporalProperty,TemporalProperty,class,no_match,0.1501,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.1577, ""embedding_similarity"": 0.2122, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
candidate-a1d45105b818cb25,owl_time,http://www.w3.org/2006/time#hasBeginning,has beginning,object_property,uogto_extensions_security-games,https://w3id.org/uogto/extensions#hasDefender,hasDefender,object_property,no_match,0.1493,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.4272, ""embedding_similarity"": 0.2965, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.48, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
candidate-e184d77d541732ee,owl_time,http://www.w3.org/2006/time#hasBeginning,has beginning,object_property,uogto_extensions_bargaining,https://w3id.org/uogto/extensions#hasNegotiator,hasNegotiator,object_property,no_match,0.149,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.3505, ""embedding_similarity"": 0.3086, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5185, ""normalized_label"": false, ""property_signature_similarity"": 0.0588, ""source_reliability"": 1.0, ""structural_similarity"": 0.0588, ""synonym"": false, ""type_compatible"": true}"
candidate-d7ed043106d62af7,owl_time,http://www.w3.org/2006/time#hasDuration,has duration,object_property,uogto_extensions_institutional-economics,https://w3id.org/uogto/extensions#hasInstitution,hasInstitution,object_property,no_match,0.1489,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.1532, ""embedding_similarity"": 0.1993, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6667, ""normalized_label"": false, ""property_signature_similarity"": 0.0667, ""source_reliability"": 1.0, ""structural_similarity"": 0.0667, ""synonym"": false, ""type_compatible"": true}"
candidate-6157b5efe7570883,owl_time,http://www.w3.org/2006/time#hasDuration,has duration,object_property,uogto_extensions_marl,https://w3id.org/uogto/extensions#hasActionSpace,hasActionSpace,object_property,no_match,0.1476,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.1909, ""embedding_similarity"": 0.1796, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6429, ""normalized_label"": false, ""property_signature_similarity"": 0.0667, ""source_reliability"": 1.0, ""structural_similarity"": 0.0667, ""synonym"": false, ""type_compatible"": true}"
candidate-91e0ec24fb6a5f0d,owl_time,http://www.w3.org/2006/time#hasDuration,has duration,object_property,uogto_extensions_petri-net-devs-hla,https://w3id.org/uogto/extensions#hasMarking,hasMarking,object_property,no_match,0.1468,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2348, ""embedding_similarity"": 0.1855, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6087, ""normalized_label"": false, ""property_signature_similarity"": 0.0714, ""source_reliability"": 1.0, ""structural_similarity"": 0.0714, ""synonym"": false, ""type_compatible"": true}"
candidate-902360d292963bd2,owl_time,http://www.w3.org/2006/time#TemporalEntity,Temporal entity,class,uogto_core_uogto-core,https://w3id.org/uogto/core#GameEntity,Game Entity,class,no_match,0.1463,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.1913, ""embedding_similarity"": 0.2965, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6154, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
candidate-639a7e3114886a7c,owl_time,http://www.w3.org/2006/time#hasDuration,has duration,object_property,uogto_core_uogto-core,https://w3id.org/uogto/core#hasInformationSet,has information set,object_property,no_match,0.1459,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2, ""embedding_similarity"": 0.192, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6452, ""normalized_label"": false, ""property_signature_similarity"": 0.0, ""source_reliability"": 1.0, ""structural_similarity"": 0.0, ""synonym"": false, ""type_compatible"": true}"
candidate-d957e21ad9a3330e,owl_time,http://www.w3.org/2006/time#hasBeginning,has beginning,object_property,uogto_extensions_matching-allocation,https://w3id.org/uogto/extensions#hasMatching,hasMatching,object_property,no_match,0.1456,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2308, ""embedding_similarity"": 0.3086, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.56, ""normalized_label"": false, ""property_signature_similarity"": 0.0667, ""source_reliability"": 1.0, ""structural_similarity"": 0.0667, ""synonym"": false, ""type_compatible"": true}"
candidate-60da40dd345c038c,owl_time,http://www.w3.org/2006/time#hasBeginning,has beginning,object_property,uogto_extensions_petri-net-devs-hla,https://w3id.org/uogto/extensions#hasMarking,hasMarking,object_property,no_match,0.1443,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.1964, ""embedding_similarity"": 0.276, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5833, ""normalized_label"": false, ""property_signature_similarity"": 0.0625, ""source_reliability"": 1.0, ""structural_similarity"": 0.0625, ""synonym"": false, ""type_compatible"": true}"
candidate-b2b60a8708b3d361,owl_time,http://www.w3.org/2006/time#hasDuration,has duration,object_property,uogto_extensions_causal-games,https://w3id.org/uogto/extensions#hasIntervention,hasIntervention,object_property,no_match,0.143,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.1101, ""embedding_similarity"": 0.2166, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.6429, ""normalized_label"": false, ""property_signature_similarity"": 0.0667, ""source_reliability"": 1.0, ""structural_similarity"": 0.0667, ""synonym"": false, ""type_compatible"": true}"
candidate-a1ca107b188a9161,owl_time,http://www.w3.org/2006/time#hasDurationDescription,has duration description,object_property,uogto_extensions_kg-execution-bindings,https://w3id.org/uogto/extensions#hasExecutionBinding,hasExecutionBinding,object_property,no_match,0.1428,rejected,,automation_prefill,Rejected because candidate generator classified this pair as no_match.,low_confidence,"{""definition_similarity"": 0.2451, ""embedding_similarity"": 0.1903, ""exact_iri"": false, ""exact_label"": false, ""external_is_uogto_parent"": false, ""lexical_similarity"": 0.5778, ""normalized_label"": false, ""property_signature_similarity"": 0.0556, ""source_reliability"": 1.0, ""structural_similarity"": 0.0556, ""synonym"": false, ""type_compatible"": true}"
